Index,ARIMA,ETS,Actual
1000,0.16319402482362685,0.16043159884731,0.16262378708120548
1001,0.1547595607600959,0.14426455068252864,0.1542481441653949
1002,0.14896424737173306,0.1454237040960049,0.14888917680619732
1003,0.14497890178614234,0.13781553627790766,0.1415198641553361
1004,0.13271712738922958,0.13631946111743906,0.1288251886242025
1005,0.12608293497166714,0.13331460675223594,0.11709413042836853
1006,0.1099668202518312,0.107149659305532,0.11929213401046845
1007,0.10459870046346063,0.09877066152343955,0.14035676222323507
1008,0.16631189194974338,0.16289562454923248,0.16857697954889028
1009,0.18587598097558067,0.1860681383786332,0.18549749354662937
1010,0.19166882931746063,0.20110085485927387,0.1829028093742992
1011,0.19631751064201344,0.2134729798175138,0.16899642383909824
1012,0.15448155090493468,0.15152045857435145,0.15965058685709224
1013,0.14205672517717768,0.13171815087286573,0.16320698998130664
1014,0.17213194690990397,0.1662434313720051,0.17306524667275877
1015,0.17884612156953267,0.17038124594258774,0.17644368348774056
1016,0.17403349686547226,0.1818275487459447,0.16897608682054455
1017,0.17221967871036378,0.1892955958881244,0.15750173312574217
1018,0.14805292061782047,0.1478954080673139,0.15008689455770197
1019,0.1409385423241942,0.14014719599987,0.14737697896725646
1020,0.14617837014841803,0.1463767350687624,0.14405330324515295
1021,0.14527707314076935,0.14593372957824033,0.13619019960558554
1022,0.1270416794873263,0.12671611311529282,0.1259826698960419
1023,0.1201577710006515,0.11380817610808915,0.1201988221522518
1024,0.11863383734338075,0.1109482900443046,0.12387741496607907
1025,0.11729451228181602,0.09967928324033176,0.13398211825962394
1026,0.14384005332393854,0.14378003446579643,0.140494646227976
1027,0.15125058621075527,0.1546288656251416,0.13672978430013724
1028,0.1285903015149651,0.1347295505769086,0.12801592428461708
1029,0.12247240188152025,0.13460630494921402,0.12693291377900612
1030,0.13213966080471762,0.1277072365534408,0.13924273102234327
1031,0.1360542660032321,0.13043349404964852,0.15815233007573218
1032,0.1749455715044913,0.17873067565708406,0.17362061291735206
1033,0.18758939939780714,0.19974895313009253,0.18130619733522735
1034,0.18445674231731168,0.1872755186485194,0.17973210572986353
1035,0.1868243869510888,0.189930094171242,0.1657050848160929
1036,0.1470333580505074,0.148494940205739,0.13781304058483546
1037,0.13296166834701492,0.1294399794561962,0.102037219309357
1038,0.06952601948258216,0.06593138679331309,0.07061668327666851
1039,0.04501555113712024,0.030793025302555066,0.05394882303387801
1040,0.047302866130262036,0.0390880877305758,0.052641351336203394
1041,0.042303524284134794,0.026227513276298006,0.057687358955608545
1042,0.06219059858854127,0.06465248503554391,0.05900554074251792
1043,0.06558226102722131,0.07342760392544663,0.053955459193170935
1044,0.04729441000402285,0.050371778709409044,0.04893536655756651
1045,0.04228210855467997,0.04704244630174234,0.05414197922327057
1046,0.06538409372495367,0.05763515132344686,0.07504180430207236
1047,0.0738433101920395,0.05783091596133834,0.10651067546537749
1048,0.13636615783227257,0.1347218014244631,0.13529942008520018
1049,0.15896900324639288,0.1610499814298775,0.1485889719829905
1050,0.15153508788083422,0.16165189566426458,0.14161423461408326
1051,0.15405187539257972,0.17590239950103603,0.12074120117784831
1052,0.0989698715014681,0.10186621574659048,0.09980366597453134
1053,0.08252004911501973,0.08504514716746585,0.09058601772782138
1054,0.08920179696119668,0.08313101970972125,0.09545654666457438
1055,0.08801321116040983,0.07716787840810446,0.10735375171735093
1056,0.11847264841412039,0.12041363791732677,0.11472904762582223
1057,0.12684054387505103,0.13374247493670924,0.10991489941147074
1058,0.09967668892773267,0.10371610587982895,0.09738396822273518
1059,0.09196647631731068,0.09475752079329,0.09131212004389404
1060,0.09237022304914562,0.08232866310147599,0.1004959657560634
1061,0.09316737705414609,0.07137151596286945,0.11741707131268037
1062,0.13207290966190702,0.13365438515510242,0.1258300073986149
1063,0.14313155905056568,0.15060032216492686,0.11818501314803186
1064,0.10468782445541289,0.11235969599295788,0.10307564927734386
1065,0.09453171172509542,0.10880723232136563,0.09622171417513413
1066,0.09716667790400028,0.09149325727423815,0.10659927420205575
1067,0.0978772762542676,0.08847526795404735,0.1310360678657013
1068,0.15663302191548126,0.15648249329129973,0.15810537709357608
1069,0.1759042240565186,0.18180010089109383,0.17537403346427294
1070,0.1838911291069199,0.19098059987244914,0.1773485922188042
1071,0.1902833232729936,0.20385169665749814,0.16977588042723776
1072,0.16095856820958065,0.15955226503721398,0.16323198165317598
1073,0.1534081844999807,0.14755352138490652,0.16108969436294165
1074,0.16049511687105825,0.1582384410156704,0.15732610115279796
1075,0.16004869371564578,0.1558958116613664,0.1462363781077354
1076,0.1328132826701577,0.13692211755337635,0.12992562610785025
1077,0.12272048632557694,0.13007031068843625,0.11532280924924963
1078,0.10488503953743666,0.10311576269258034,0.10734510190549719
1079,0.09703923913453613,0.09280176967450991,0.10714637366398758
1080,0.1103298629876495,0.10806366717614548,0.1139288223653428
1081,0.1127228764767728,0.10880961157039429,0.12397397931739702
1082,0.13342846128588481,0.13222281012796544,0.1301113925182711
1083,0.14151971867689936,0.13751588182118346,0.1279053534356987
1084,0.12220200791730186,0.12284659972518842,0.12182969691999103
1085,0.11791570884985984,0.11593693262011731,0.12092560309501188
1086,0.12426536686112419,0.11932958047902882,0.12807181863061018
1087,0.12677598477073537,0.11825558393949209,0.13639183845334563
1088,0.1418012348148078,0.14644603338181766,0.13686366700982983
1089,0.14586639212415184,0.1588670361424594,0.12778043798672142
1090,0.1164520848393053,0.12109337754680463,0.11643621065324904
1091,0.10793420330586796,0.11646141034353627,0.11197221772117301
1092,0.11265143968749773,0.10887011071830106,0.11639437955463382
1093,0.11323316588789661,0.10581815141008437,0.12412341034542128
1094,0.13103864195707532,0.1300331724791401,0.13050876368327166
1095,0.13695056770146224,0.13280649586811483,0.13622923163161096
1096,0.14157598261567145,0.13893603827588508,0.14207924331998303
1097,0.14559766294478277,0.13971980668300238,0.14489174537991784
1098,0.1449244005475071,0.1470410455556405,0.14105128768193964
1099,0.14494894877073036,0.14980545110868182,0.13130995438488402
